DATE_TIME,PEAK_POWER_KW,PEAK_CURRENT_A,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,ENERGY_KWH_HOUR,AVG_POWER_KW,IS_GENERATING
18-05-2020 17:00,158608.6179,220657.1764,26.05234593,27.95141251,0.083375152,2643.476964,2643.476964,0
18-05-2020 18:00,12544.30536,17451.7062,24.81705984,23.94765123,0.00806172,209.071756,209.071756,0
18-05-2020 19:00,0,0,24.45586318,23.01001018,0,0,0,0
18-05-2020 20:00,0,0,24.04297599,21.9304045,0,0,0,0
18-05-2020 21:00,0,0,23.50257223,21.36119298,0,0,0,0
18-05-2020 22:00,0,0,22.88187912,20.77817707,0,0,0,0
18-05-2020 23:00,0,0,22.73334002,20.82224227,0,0,0,0
19-05-2020 00:00,0,0,22.57147286,20.52545492,0,0,0,0
19-05-2020 01:00,0,0,22.64462449,20.67817236,0,0,0,0
19-05-2020 02:00,0,0,22.86790022,20.80629862,0,0,0,0
19-05-2020 03:00,0,0,23.03328653,20.80531208,0,0,0,0
19-05-2020 04:00,0,0,23.22200482,20.92858946,0,0,0,0
19-05-2020 05:00,0,0,23.25039374,21.23058388,0.000582851,0,0,0
19-05-2020 06:00,69024.25,96026.91402,23.49809394,22.80186678,0.037918147,1150.404167,1150.404167,0
19-05-2020 07:00,348202.7268,484421.5375,24.73208211,28.85181635,0.191062319,5803.37878,5803.37878,0
19-05-2020 08:00,469441.6696,653089.8177,25.55364412,33.12833661,0.253981123,7824.027827,7824.027827,0
19-05-2020 09:00,888733.9536,1236411.536,27.03796523,42.82539537,0.508199016,14812.23256,14812.23256,0
19-05-2020 10:00,1014797.918,1411792.412,27.82553878,44.18232656,0.586744473,16913.29863,16913.29863,1
19-05-2020 11:00,825443.9143,1148362.087,28.3854988,44.4463242,0.462997303,13757.39857,13757.39857,0
19-05-2020 12:00,1226080.35,1705729.687,29.57328319,48.90472019,0.6996964,20434.6725,20434.6725,1
19-05-2020 13:00,1124837.248,1564879.73,29.87801645,48.17924705,0.61864613,18747.28747,18747.28747,1
19-05-2020 14:00,1214145.109,1689125.314,30.20882039,49.4809413,0.676460971,20235.75182,20235.75182,1
19-05-2020 15:00,807355.1589,1123196.912,29.89807676,42.23124465,0.439781018,13455.91932,13455.91932,0
19-05-2020 16:00,537055.4411,747154.4662,29.59952539,38.78099039,0.329378758,8950.924018,8950.924018,0
19-05-2020 17:00,132775.2268,184717.6215,27.89129622,30.1475947,0.088614984,2212.920446,2212.920446,0
19-05-2020 18:00,13.9,19.337756,23.01338577,21.69697344,0.00029619,0.231666667,0.231666667,0
19-05-2020 19:00,0,0,22.49238447,20.4799821,0,0,0,0
19-05-2020 20:00,0,0,23.32063459,20.66509078,0,0,0,0
19-05-2020 21:00,0,0,23.90713226,21.35632276,0,0,0,0
19-05-2020 22:00,0,0,23.53017059,21.23740696,0,0,0,0
19-05-2020 23:00,0,0,22.80415723,20.35697988,0,0,0,0
20-05-2020 00:00,0,0,22.25807256,20.10252792,0,0,0,0
20-05-2020 01:00,0,0,22.15931092,19.85159697,0,0,0,0
20-05-2020 02:00,0,0,21.98175421,19.41735028,0,0,0,0
20-05-2020 03:00,0,0,22.03709739,19.47468622,0,0,0,0
20-05-2020 04:00,0,0,22.10502518,19.42984401,0,0,0,0
20-05-2020 05:00,1504.5,2093.068626,21.77213576,18.86624013,0.001055052,25.075,25.075,0
20-05-2020 06:00,93576.01786,130183.4677,21.93691107,20.10861296,0.05523992,1559.600298,1559.600298,0
20-05-2020 07:00,438526.2357,610080.097,23.42784999,26.37458804,0.260203492,7308.770595,7308.770595,0
20-05-2020 08:00,844719.9804,1175179.056,25.57627095,37.7789378,0.480859384,14078.66634,14078.66634,0
20-05-2020 09:00,1150723.602,1600892.967,27.296657,44.78709836,0.651322979,19178.7267,19178.7267,1
20-05-2020 10:00,1410572.639,1962396.369,28.66925907,50.58114455,0.807666757,23509.54399,23509.54399,1
20-05-2020 11:00,1573919.373,2189645.238,29.92280678,54.73896574,0.913800032,26231.98955,26231.98955,1
20-05-2020 12:00,1623180.995,2258178.275,31.12480274,58.39174444,0.96106179,27053.01658,27053.01658,1
20-05-2020 13:00,1470164.164,2045300.424,31.36428188,54.7695281,0.852256542,24502.73607,24502.73607,1
20-05-2020 14:00,1178625.101,1639709.685,30.87785653,49.13707512,0.6785826,19643.75168,19643.75168,1
20-05-2020 15:00,866357.4772,1205281.26,30.35652234,43.38719131,0.4982773,14439.29129,14439.29129,0
20-05-2020 16:00,554089.8537,770852.8342,29.83518814,37.63730751,0.317971999,9234.830895,9234.830895,0
20-05-2020 17:00,254226.1966,353680.8748,29.20564706,32.14555003,0.144525263,4237.103277,4237.103277,0
20-05-2020 18:00,27237.175,37892.50679,27.56752102,26.26661227,0.015814118,453.9529167,453.9529167,0
20-05-2020 19:00,0,0,26.11331037,23.39127821,0,0,0,0
20-05-2020 20:00,0,0,25.30559123,22.39200975,0,0,0,0
20-05-2020 21:00,0,0,24.67118239,21.81373623,0,0,0,0
20-05-2020 22:00,1457.341667,2027.461695,24.14518692,21.44359656,0.001044802,24.28902778,24.28902778,0
20-05-2020 23:00,37058.11667,51555.45454,23.96418529,22.02264067,0.026567823,617.6352778,617.6352778,0
21-05-2020 00:00,87024.11667,121068.4269,23.91167692,23.03744615,0.062389606,1450.401944,1450.401944,0
21-05-2020 01:00,136990.1167,190581.3994,23.85916854,24.05225164,0.098211389,2283.168611,2283.168611,0
21-05-2020 02:00,186956.1167,260094.3718,23.80666017,25.06705712,0.134033172,3115.935278,3115.935278,0
21-05-2020 03:00,236922.1167,329607.3442,23.75415179,26.08186261,0.169854955,3948.701944,3948.701944,0
21-05-2020 04:00,286888.1167,399120.3166,23.70164342,27.0966681,0.205676739,4781.468611,4781.468611,0
21-05-2020 05:00,336854.1167,468633.289,23.64913505,28.11147358,0.241498522,5614.235278,5614.235278,0
21-05-2020 06:00,386820.1167,538146.2614,23.59662667,29.12627907,0.277320305,6447.001944,6447.001944,0
21-05-2020 07:00,447617.9517,622728.5419,23.59671502,30.42834414,0.317030202,7460.299194,7460.299194,0
21-05-2020 08:00,833808.6019,1159999.086,24.99822968,39.20196548,0.474243636,13896.81003,13896.81003,0
21-05-2020 09:00,1154876.799,1606670.917,27.28361592,49.75087564,0.711091286,19247.94664,19247.94664,1
21-05-2020 10:00,1139851.792,1585768.046,28.57890394,50.93874441,0.696437689,18997.52987,18997.52987,1
21-05-2020 11:00,1535510.186,2136210.166,30.02835689,58.29184276,0.940689277,25591.83643,25591.83643,1
21-05-2020 12:00,1273839.15,1772171.991,30.8076183,54.36717393,0.766109036,21230.65251,21230.65251,1
21-05-2020 13:00,1429030.196,1988074.623,31.61609043,56.1079634,0.843101511,23817.16993,23817.16993,1
21-05-2020 14:00,1083453.869,1507306.947,31.89938476,49.92722145,0.611490112,18057.56448,18057.56448,1
21-05-2020 15:00,811482.9167,1128939.471,32.03575374,46.23417089,0.454141999,13524.71528,13524.71528,0
21-05-2020 16:00,414405.3429,576522.9789,30.74742892,36.86521913,0.221341779,6906.755714,6906.755714,0
21-05-2020 17:00,79842.01429,111076.6468,29.02977074,28.92258189,0.041508502,1330.700238,1330.700238,0
21-05-2020 18:00,7858.896428,10933.33968,27.44731351,25.78951833,0.005742959,130.9816071,130.9816071,0
21-05-2020 19:00,0,0,26.12631357,23.87036194,0,0,0,0
21-05-2020 20:00,0,0,25.122978,22.85893863,0,0,0,0
21-05-2020 21:00,0,0,24.43519055,22.09912614,0,0,0,0
21-05-2020 22:00,0,0,24.10521841,21.52763552,0,0,0,0
21-05-2020 23:00,0,0,23.88703503,21.18757884,0,0,0,0
22-05-2020 00:00,0,0,23.59448931,21.28608198,0,0,0,0
22-05-2020 01:00,0,0,23.50387228,22.1645925,0,0,0,0
22-05-2020 02:00,0,0,23.41247538,22.24997192,0,0,0,0
22-05-2020 03:00,0,0,23.07569255,21.38810879,0,0,0,0
22-05-2020 04:00,0,0,22.96837686,21.40002669,0,0,0,0
22-05-2020 05:00,3283.7625,4568.388345,22.83677237,21.42345343,0.002233227,54.729375,54.729375,0
22-05-2020 06:00,112922.2286,157098.0218,23.16774609,23.00200077,0.062914787,1882.037143,1882.037143,0
22-05-2020 07:00,506232.4607,704273.3674,24.31031391,30.95554119,0.305736066,8437.207679,8437.207679,0
22-05-2020 08:00,525911.7332,731651.2789,25.30471648,34.50268104,0.299421397,8765.195554,8765.195554,0
22-05-2020 09:00,756579.515,1052557.558,26.80523204,38.84638215,0.413194435,12609.65858,12609.65858,0
22-05-2020 10:00,1000502.58,1391904.66,28.07268983,44.07242781,0.58418441,16675.04301,16675.04301,1
22-05-2020 11:00,1393593.091,1938774.328,29.75174767,53.36051392,0.851551545,23226.55152,23226.55152,1
22-05-2020 12:00,1376182.121,1914552.091,31.03464839,56.74981601,0.855510375,22936.36868,22936.36868,1
22-05-2020 13:00,1336683.349,1859601.184,31.74298437,56.14964557,0.780782123,22278.05581,22278.05581,1
22-05-2020 14:00,1272921.471,1770895.311,32.41759167,54.79733105,0.735411483,21215.35786,21215.35786,1
22-05-2020 15:00,708151.5536,985184.3135,32.2755105,46.48072966,0.406381037,11802.52589,11802.52589,0
22-05-2020 16:00,303829.5982,422689.3984,30.33584086,35.40237072,0.164819831,5063.826637,5063.826637,0
22-05-2020 17:00,112308.4,156244.0602,29.07618529,30.2630853,0.061780355,1871.806667,1871.806667,0
22-05-2020 18:00,8349.755357,11616.22531,28.04031012,26.80176112,0.005859556,139.1625893,139.1625893,0
22-05-2020 19:00,0,0,27.17066539,25.55382159,0,0,0,0
22-05-2020 20:00,0,0,26.65516539,24.97664386,0,0,0,0
22-05-2020 21:00,0,0,25.74527996,24.86145161,0,0,0,0
22-05-2020 22:00,0,0,23.3861336,22.32460734,0,0,0,0
22-05-2020 23:00,0,0,21.71826699,20.39108893,0,0,0,0
23-05-2020 00:00,0,0,21.6255943,20.52651023,0,0,0,0
23-05-2020 01:00,0,0,21.56611856,20.38390001,0,0,0,0
23-05-2020 02:00,0,0,21.83024816,20.52934692,0,0,0,0
23-05-2020 03:00,0,0,21.97234897,20.82208826,0,0,0,0
23-05-2020 04:00,0,0,22.04898865,21.10924575,0,0,0,0
23-05-2020 05:00,23928.6019,33289.60181,22.03936315,21.31451087,0.01276768,398.8100317,398.8100317,0
23-05-2020 06:00,76454.86059,106364.4201,22.28197784,22.01546197,0.040818581,1274.247677,1274.247677,0
23-05-2020 07:00,375959.5143,523036.932,23.14062223,27.89617867,0.208337835,6265.991905,6265.991905,0
23-05-2020 08:00,915932.7,1274250.58,25.53979786,40.99867881,0.528181887,15265.545,15265.545,0
23-05-2020 09:00,1120742.302,1559182.818,27.51068504,46.58474495,0.658197311,18679.03836,18679.03836,1
23-05-2020 10:00,1195397.545,1663043.6,28.29833,48.99609853,0.699970951,19923.29241,19923.29241,1
23-05-2020 11:00,1593731.091,2217207.408,29.91483775,58.01653136,0.958282241,26562.18485,26562.18485,1
23-05-2020 12:00,1480580.529,2059791.727,31.1098573,61.14051324,0.904463807,24676.34214,24676.34214,1
23-05-2020 13:00,1505918.486,2095042.032,32.3551594,59.39231172,0.901475844,25098.64143,25098.64143,1
23-05-2020 14:00,1001578.434,1393401.394,32.68898782,51.65445977,0.562920326,16692.9739,16692.9739,1
23-05-2020 15:00,974869.9339,1356244.383,33.04190021,48.29453603,0.524108247,16247.83223,16247.83223,1
23-05-2020 16:00,661371.3214,920103.3987,32.28231585,43.918347,0.377221549,11022.85536,11022.85536,0
23-05-2020 17:00,283947.8125,395029.7494,30.26258279,34.18412826,0.160026841,4732.463542,4732.463542,0
23-05-2020 18:00,41728.38929,58052.76334,28.58632909,28.44365455,0.023973011,695.4731548,695.4731548,0
23-05-2020 19:00,0,0,27.38004433,25.71417985,0,0,0,0
23-05-2020 20:00,0,0,26.56842322,24.77327031,0,0,0,0
23-05-2020 21:00,0,0,26.01546201,23.90414824,0,0,0,0
23-05-2020 22:00,0,0,25.4893577,23.19365366,0,0,0,0
23-05-2020 23:00,0,0,24.88840296,22.47908578,0,0,0,0
24-05-2020 00:00,0,0,24.39752517,21.79240376,0,0,0,0
24-05-2020 01:00,0,0,24.34310805,22.33076463,0,0,0,0
24-05-2020 02:00,0,0,24.35383984,22.11743399,0,0,0,0
24-05-2020 03:00,0,0,23.96978201,21.38408524,0,0,0,0
24-05-2020 04:00,0,0,23.77954779,21.14310601,0,0,0,0
24-05-2020 05:00,1606.775,2235.354166,23.36467831,20.27046655,0.001277058,26.77958333,26.77958333,0
24-05-2020 06:00,103287.2946,143693.8491,23.69558965,22.3406531,0.061139253,1721.454911,1721.454911,0
24-05-2020 07:00,415574.6804,578149.7676,25.35807275,30.61624076,0.262642868,6926.244673,6926.244673,0
24-05-2020 08:00,758964.775,1055875.945,26.60376853,37.68759972,0.430854921,12649.41292,12649.41292,0
24-05-2020 09:00,928888.6607,1292274.984,27.69883264,42.39989777,0.51812822,15481.47768,15481.47768,0
24-05-2020 10:00,1237413.416,1721496.311,29.00317044,48.21088441,0.714296618,20623.55693,20623.55693,1
24-05-2020 11:00,1470043.198,2045132.135,30.57378038,56.95755993,0.887126836,24500.71997,24500.71997,1
24-05-2020 12:00,1554568.552,2162724.27,31.92033248,60.50648031,0.955231188,25909.47586,25909.47586,1
24-05-2020 13:00,1409569.35,1961000.587,33.07955288,60.15173254,0.862510165,23492.8225,23492.8225,1
24-05-2020 14:00,1197875.579,1666491.055,33.61835756,55.7890549,0.735284426,19964.59298,19964.59298,1
24-05-2020 15:00,631262.3375,878215.6156,33.28440997,46.43856728,0.357247065,10521.03896,10521.03896,0
24-05-2020 16:00,506387.0232,704488.3956,32.89838754,40.28999418,0.281611304,8439.78372,8439.78372,0
24-05-2020 17:00,254725.275,354375.1954,31.92280839,35.42331908,0.150978187,4245.42125,4245.42125,0
24-05-2020 18:00,27100.24464,37702.00853,29.72215461,28.28557974,0.015966948,451.670744,451.670744,0
24-05-2020 19:00,0,0,28.0904456,26.21009361,0,0,0,0
24-05-2020 20:00,0,0,26.99799505,25.51658081,0,0,0,0
24-05-2020 21:00,0,0,25.5715028,23.57497356,0,0,0,0
24-05-2020 22:00,0,0,24.6026017,23.21709198,0,0,0,0
24-05-2020 23:00,0,0,24.01643122,22.87269694,0,0,0,0
25-05-2020 00:00,0,0,23.71327323,22.63822141,0,0,0,0
25-05-2020 01:00,0,0,23.78593853,22.61197833,0,0,0,0
25-05-2020 02:00,0,0,23.64887336,22.48742291,0,0,0,0
25-05-2020 03:00,0,0,23.54083283,22.24813892,0,0,0,0
25-05-2020 04:00,0,0,23.42038844,22.07763888,0,0,0,0
25-05-2020 05:00,0,0,23.09489475,21.12858686,0.003449026,0,0,0
25-05-2020 06:00,99974.43393,139084.9791,23.29047257,22.12798333,0.060988661,1666.240565,1666.240565,0
25-05-2020 07:00,367521.5071,511297.9303,24.24172872,27.84130472,0.220015292,6125.358452,6125.358452,0
25-05-2020 08:00,831106.5125,1156239.925,25.7016317,39.18897076,0.480985751,13851.77521,13851.77521,0
25-05-2020 09:00,1220917.177,1698546.652,28.05246024,49.43125533,0.71310828,20348.61961,20348.61961,1
25-05-2020 10:00,1432063.932,1992295.173,29.52591676,55.68478307,0.86069186,23867.7322,23867.7322,1
25-05-2020 11:00,1576558.214,2193316.408,31.13358462,59.50715809,0.94327357,26275.97024,26275.97024,1
25-05-2020 12:00,1609097.098,2238584.682,32.21174796,59.29358626,0.963287503,26818.28497,26818.28497,1
25-05-2020 13:00,1507891.695,2097787.171,33.30175909,60.00253714,0.891019786,25131.52824,25131.52824,1
25-05-2020 14:00,1316606.679,1831670.41,33.80267075,57.26202582,0.778673188,21943.44464,21943.44464,1
25-05-2020 15:00,1105813.455,1538413.726,34.41846127,52.66469852,0.617923388,18430.22426,18430.22426,1
25-05-2020 16:00,395612.0821,550377.6919,33.65126408,40.8074603,0.214245026,6593.534702,6593.534702,0
25-05-2020 17:00,94880.12857,131997.7537,31.67777026,31.6148142,0.052560307,1581.335476,1581.335476,0
25-05-2020 18:00,15599.50536,21702.11715,28.00575792,26.41138825,0.009426849,259.991756,259.991756,0
25-05-2020 19:00,0,0,26.47882798,23.83727003,0,0,0,0
25-05-2020 20:00,0,0,26.32203658,24.00881435,0,0,0,0
25-05-2020 21:00,0,0,24.95063087,24.33143293,0,0,0,0
25-05-2020 22:00,0,0,22.49805533,21.33277438,0,0,0,0
25-05-2020 23:00,0,0,22.44910769,19.92693545,0,0,0,0
26-05-2020 00:00,0,0,22.24226002,19.90543745,0,0,0,0
26-05-2020 01:00,0,0,22.2076972,19.6586344,0,0,0,0
26-05-2020 02:00,0,0,21.71376315,19.19980184,0,0,0,0
26-05-2020 03:00,0,0,21.35523274,19.13163453,0,0,0,0
26-05-2020 04:00,0,0,21.35717829,19.01541177,0,0,0,0
26-05-2020 05:00,1861.45,2589.659418,22.16991743,19.67210495,0.001438766,31.02416667,31.02416667,0
26-05-2020 06:00,105131.5714,146259.617,22.90650297,21.5430845,0.060937885,1752.192857,1752.192857,0
26-05-2020 07:00,434615.0089,604638.7769,24.41627933,29.19773087,0.271683564,7243.583482,7243.583482,0
26-05-2020 08:00,861079.55,1197938.578,26.48728289,41.09044007,0.504608521,14351.32583,14351.32583,0
26-05-2020 09:00,1210080.786,1683471.006,28.00679565,50.66390523,0.715323973,20168.0131,20168.0131,1
26-05-2020 10:00,1423065.573,1979776.607,29.66610021,56.87666979,0.862965585,23717.75955,23717.75955,1
26-05-2020 11:00,1285369.175,1788212.625,30.50253993,55.07942566,0.743209287,21422.81958,21422.81958,1
26-05-2020 12:00,1357124.473,1888038.988,31.66825576,57.36556164,0.823267943,22618.74122,22618.74122,1
26-05-2020 13:00,1285734.614,1788721.026,32.7709165,57.42473517,0.766494168,21428.91024,21428.91024,1
26-05-2020 14:00,701882.8518,976463.2612,32.56242149,46.98507607,0.381842779,11698.04753,11698.04753,0
26-05-2020 15:00,797085.6893,1108909.969,32.83105836,45.36993295,0.432901187,13284.76149,13284.76149,0
26-05-2020 16:00,722549.9321,1005215.416,33.18203147,44.03695671,0.403173968,12042.49887,12042.49887,0
26-05-2020 17:00,147706.0411,205489.452,31.32297447,33.56705274,0.081874266,2461.767351,2461.767351,0
26-05-2020 18:00,8969.828571,12478.87455,28.80917066,27.45950611,0.012925303,149.4971429,149.4971429,0
26-05-2020 19:00,0,0,27.19412552,25.13728849,0,0,0,0
26-05-2020 20:00,0,0,26.24390944,23.41027862,0,0,0,0
26-05-2020 21:00,0,0,26.48598578,25.1610991,0,0,0,0
26-05-2020 22:00,0,0,25.85423312,23.88484453,0,0,0,0
26-05-2020 23:00,0,0,23.86936559,22.75893242,0,0,0,0
27-05-2020 00:00,0,0,23.4123814,21.79137528,0,0,0,0
27-05-2020 01:00,0,0,23.5485959,22.05494113,0,0,0,0
27-05-2020 02:00,0,0,23.64049528,21.674278,0,0,0,0
27-05-2020 03:00,0,0,23.98065142,21.75891025,0,0,0,0
27-05-2020 04:00,0,0,23.56466306,21.51755206,0,0,0,0
27-05-2020 05:00,2109.075,2934.156672,23.39947322,21.54119605,0.001585687,35.15125,35.15125,0
27-05-2020 06:00,119236.8399,165882.9436,23.58005096,22.78663507,0.070307177,1987.280665,1987.280665,0
