date,day_of_week,consumption,day,month,year,is_weekend
2025-08-05,Tuesday,13629.8,5,8,2025,0
2025-08-06,Wednesday,13191.0,6,8,2025,0
2025-08-07,Thursday,13747.0,7,8,2025,0
2025-08-08,Friday,12471.0,8,8,2025,0
2025-08-09,Saturday,9413.0,9,8,2025,1
2025-08-10,Sunday,14239.0,10,8,2025,1
2025-08-11,Monday,18284.0,11,8,2025,0
2025-08-12,Tuesday,15353.0,12,8,2025,0
2025-08-13,Wednesday,14008.0,13,8,2025,0
2025-08-14,Thursday,12698.0,14,8,2025,0
2025-08-15,Friday,4764.0,15,8,2025,0
2025-08-16,Saturday,7867.0,16,8,2025,1
2025-08-17,Sunday,3339.0,17,8,2025,1
2025-08-18,Monday,13409.0,18,8,2025,0
2025-08-19,Tuesday,16910.0,19,8,2025,0
2025-08-20,Wednesday,16147.0,20,8,2025,0
2025-08-21,Thursday,16972.0,21,8,2025,0
2025-08-22,Friday,13751.0,22,8,2025,0
2025-08-23,Saturday,14911.0,23,8,2025,1
2025-08-24,Sunday,12586.0,24,8,2025,1
2025-08-25,Monday,14590.0,25,8,2025,0
2025-08-26,Tuesday,14939.0,26,8,2025,0
2025-08-27,Wednesday,9828.0,27,8,2025,0
2025-08-28,Thursday,15448.0,28,8,2025,0
2025-08-29,Friday,15363.0,29,8,2025,0
2025-08-30,Saturday,13732.0,30,8,2025,1
2025-08-31,Sunday,9808.0,31,8,2025,1
2025-09-01,Monday,15319.0,1,9,2025,0
2025-09-02,Tuesday,14228.0,2,9,2025,0
2025-09-03,Wednesday,16356.4,3,9,2025,0
2025-09-04,Thursday,12439.0,4,9,2025,0
2025-09-05,Friday,5981.0,5,9,2025,0
2025-09-06,Saturday,6671.0,6,9,2025,1
2025-09-07,Sunday,6493.0,7,9,2025,1
2025-09-08,Monday,15677.0,8,9,2025,0
2025-09-09,Tuesday,14730.0,9,9,2025,0
2025-09-10,Wednesday,15482.0,10,9,2025,0
2025-09-11,Thursday,16390.0,11,9,2025,0
2025-09-12,Friday,16499.0,12,9,2025,0
2025-09-13,Saturday,16547.0,13,9,2025,1
2025-09-14,Sunday,11145.0,14,9,2025,1
2025-09-15,Monday,18316.0,15,9,2025,0
2025-09-16,Tuesday,15752.0,16,9,2025,0
2025-09-17,Wednesday,17108.7,17,9,2025,0
2025-09-18,Thursday,15101.0,18,9,2025,0
2025-09-19,Friday,10735.0,19,9,2025,0
2025-09-20,Saturday,18441.0,20,9,2025,1
2025-09-21,Sunday,10132.0,21,9,2025,1
2025-09-22,Monday,15207.0,22,9,2025,0
2025-09-23,Tuesday,15290.0,23,9,2025,0
2025-09-24,Wednesday,14876.0,24,9,2025,0
2025-09-25,Thursday,17452.0,25,9,2025,0
2025-09-26,Friday,15062.0,26,9,2025,0
2025-09-27,Saturday,10414.0,27,9,2025,1
2025-09-28,Sunday,10167.0,28,9,2025,1
2025-09-29,Monday,15715.0,29,9,2025,0
2025-09-30,Tuesday,13056.0,30,9,2025,0
2025-10-01,Wednesday,6209.0,1,10,2025,0
2025-10-02,Thursday,8345.0,2,10,2025,0
2025-10-03,Friday,13978.0,3,10,2025,0
2025-10-04,Saturday,8367.0,4,10,2025,1
2025-10-05,Sunday,9107.0,5,10,2025,1
2025-10-06,Monday,16371.0,6,10,2025,0
2025-10-07,Tuesday,15720.0,7,10,2025,0
2025-10-08,Wednesday,14771.0,8,10,2025,0
2025-10-09,Thursday,15412.0,9,10,2025,0
2025-10-10,Friday,14532.0,10,10,2025,0
2025-10-11,Saturday,13087.0,11,10,2025,1
2025-10-12,Sunday,10139.0,12,10,2025,1
2025-10-13,Monday,14545.0,13,10,2025,0
2025-10-14,Tuesday,11089.0,14,10,2025,0
2025-10-15,Wednesday,19596.0,15,10,2025,0
2025-10-16,Thursday,14452.0,16,10,2025,0
2025-10-17,Friday,10948.0,17,10,2025,0
2025-10-18,Saturday,3076.0,18,10,2025,1
2025-10-19,Sunday,2172.0,19,10,2025,1
2025-10-20,Monday,2309.0,20,10,2025,0
2025-10-21,Tuesday,3483.0,21,10,2025,0
2025-10-22,Wednesday,8625.0,22,10,2025,0
2025-10-23,Thursday,9959.0,23,10,2025,0
2025-10-24,Friday,10964.0,24,10,2025,0
2025-10-25,Saturday,10990.0,25,10,2025,1
2025-10-26,Sunday,8316.0,26,10,2025,1
2025-10-27,Monday,11404.0,27,10,2025,0
2025-10-28,Tuesday,10745.0,28,10,2025,0
2025-10-29,Wednesday,11538.0,29,10,2025,0
2025-10-30,Thursday,12353.0,30,10,2025,0
2025-10-31,Friday,13018.0,31,10,2025,0
2025-11-01,Saturday,12670.0,1,11,2025,1
2025-11-02,Sunday,8378.0,2,11,2025,1
2025-11-03,Monday,14451.0,3,11,2025,0
2025-11-04,Tuesday,13922.0,4,11,2025,0
2025-11-05,Wednesday,13256.0,5,11,2025,0
2025-11-06,Thursday,13134.0,6,11,2025,0
2025-11-07,Friday,11956.0,7,11,2025,0
2025-11-08,Saturday,8988.0,8,11,2025,1
2025-11-09,Sunday,8453.0,9,11,2025,1
2025-11-10,Monday,12130.0,10,11,2025,0
2025-11-11,Tuesday,12569.0,11,11,2025,0
2025-11-12,Wednesday,12609.0,12,11,2025,0
2025-11-13,Thursday,13373.0,13,11,2025,0
2025-11-14,Friday,12812.0,14,11,2025,0
2025-11-15,Saturday,12207.0,15,11,2025,1
2025-11-16,Sunday,7932.0,16,11,2025,1
2025-11-17,Monday,14759.0,17,11,2025,0
2025-11-18,Tuesday,12150.0,18,11,2025,0
2025-11-19,Wednesday,12601.0,19,11,2025,0
2025-11-20,Thursday,11196.0,20,11,2025,0
2025-11-21,Friday,9241.0,21,11,2025,0
2025-11-22,Saturday,9502.0,22,11,2025,1
2025-11-23,Sunday,4556.0,23,11,2025,1
2025-11-24,Monday,10948.0,24,11,2025,0
2025-11-25,Tuesday,10779.0,25,11,2025,0
2025-11-26,Wednesday,10668.0,26,11,2025,0
2025-11-27,Thursday,10750.0,27,11,2025,0
2025-11-28,Friday,9699.0,28,11,2025,0
2025-11-29,Saturday,8346.0,29,11,2025,1
2025-11-30,Sunday,7474.0,30,11,2025,1
2025-12-01,Monday,10812.0,1,12,2025,0
2025-12-02,Tuesday,12447.0,2,12,2025,0
2025-12-03,Wednesday,12205.0,3,12,2025,0
2025-12-04,Thursday,12016.0,4,12,2025,0
2025-12-05,Friday,11562.0,5,12,2025,0
2025-12-06,Saturday,11469.0,6,12,2025,1
2025-12-07,Sunday,8622.0,7,12,2025,1
2025-12-08,Monday,11135.0,8,12,2025,0
2025-12-09,Tuesday,11485.0,9,12,2025,0
2025-12-10,Wednesday,11803.0,10,12,2025,0
2025-12-11,Thursday,11325.0,11,12,2025,0
2025-12-12,Friday,9940.0,12,12,2025,0
2025-12-13,Saturday,6407.0,13,12,2025,1
2025-12-14,Sunday,5921.0,14,12,2025,1
2025-12-15,Monday,10921.0,15,12,2025,0
2025-12-16,Tuesday,9323.0,16,12,2025,0
2025-12-17,Wednesday,10580.0,17,12,2025,0
2025-12-18,Thursday,9204.0,18,12,2025,0
2025-12-19,Friday,9022.0,19,12,2025,0
2025-12-20,Saturday,8628.0,20,12,2025,1
2025-12-21,Sunday,6503.0,21,12,2025,1
2025-12-22,Monday,9675.0,22,12,2025,0
2025-12-23,Tuesday,9530.0,23,12,2025,0
2025-12-24,Wednesday,8961.0,24,12,2025,0
2025-12-25,Thursday,6229.0,25,12,2025,0
2025-12-26,Friday,8736.0,26,12,2025,0
2025-12-27,Saturday,8945.0,27,12,2025,1
2025-12-28,Sunday,6276.0,28,12,2025,1
2025-12-29,Monday,10719.0,29,12,2025,0
2025-12-30,Tuesday,10488.0,30,12,2025,0
2025-12-31,Wednesday,11206.0,31,12,2025,0
