date,day_of_week,consumption,day,month,year,is_weekend
05-03-2025,Wednesday,3204.160615,5,3,2025,0
06-03-2025,Thursday,3292.097846,6,3,2025,0
07-03-2025,Friday,3144.390827,7,3,2025,0
08-03-2025,Saturday,2472.587385,8,3,2025,1
09-03-2025,Sunday,2542.031154,9,3,2025,1
10-03-2025,Monday,2878.512538,10,3,2025,0
11-03-2025,Tuesday,2651.120308,11,3,2025,0
12-03-2025,Wednesday,3204.160615,12,3,2025,0
13-03-2025,Thursday,3292.097846,13,3,2025,0
14-03-2025,Friday,3144.390827,14,3,2025,0
15-03-2025,Saturday,2472.587385,15,3,2025,1
16-03-2025,Sunday,2542.031154,16,3,2025,1
17-03-2025,Monday,2878.512538,17,3,2025,0
18-03-2025,Tuesday,2651.120308,18,3,2025,0
19-03-2025,Wednesday,3204.160615,19,3,2025,0
20-03-2025,Thursday,3292.097846,20,3,2025,0
21-03-2025,Friday,3144.390827,21,3,2025,0
22-03-2025,Saturday,2472.587385,22,3,2025,1
23-03-2025,Sunday,2542.031154,23,3,2025,1
24-03-2025,Monday,2878.512538,24,3,2025,0
25-03-2025,Tuesday,2651.120308,25,3,2025,0
26-03-2025,Wednesday,3204.160615,26,3,2025,0
27-03-2025,Thursday,3292.097846,27,3,2025,0
28-03-2025,Friday,3144.390827,28,3,2025,0
29-03-2025,Saturday,2472.587385,29,3,2025,1
30-03-2025,Sunday,2542.031154,30,3,2025,1
31-03-2025,Monday,2878.512538,31,3,2025,0
01-04-2025,Tuesday,2651.120308,1,4,2025,0
02-04-2025,Wednesday,3204.160615,2,4,2025,0
03-04-2025,Thursday,3292.097846,3,4,2025,0
04-04-2025,Friday,3144.390827,4,4,2025,0
05-04-2025,Saturday,2472.587385,5,4,2025,1
06-04-2025,Sunday,2542.031154,6,4,2025,1
07-04-2025,Monday,2878.512538,7,4,2025,0
08-04-2025,Tuesday,2651.120308,8,4,2025,0
09-04-2025,Wednesday,3204.160615,9,4,2025,0
10-04-2025,Thursday,3292.097846,10,4,2025,0
11-04-2025,Friday,3144.390827,11,4,2025,0
12-04-2025,Saturday,2472.587385,12,4,2025,1
13-04-2025,Sunday,2542.031154,13,4,2025,1
14-04-2025,Monday,2878.512538,14,4,2025,0
15-04-2025,Tuesday,2651.120308,15,4,2025,0
16-04-2025,Wednesday,3204.160615,16,4,2025,0
17-04-2025,Thursday,3292.097846,17,4,2025,0
18-04-2025,Friday,3144.390827,18,4,2025,0
19-04-2025,Saturday,2472.587385,19,4,2025,1
20-04-2025,Sunday,2542.031154,20,4,2025,1
21-04-2025,Monday,2878.512538,21,4,2025,0
22-04-2025,Tuesday,2651.120308,22,4,2025,0
23-04-2025,Wednesday,3204.160615,23,4,2025,0
24-04-2025,Thursday,3292.097846,24,4,2025,0
25-04-2025,Friday,3144.390827,25,4,2025,0
26-04-2025,Saturday,2472.587385,26,4,2025,1
27-04-2025,Sunday,2542.031154,27,4,2025,1
28-04-2025,Monday,2878.512538,28,4,2025,0
29-04-2025,Tuesday,2651.120308,29,4,2025,0
30-04-2025,Wednesday,3204.160615,30,4,2025,0
01-05-2025,Thursday,3292.097846,1,5,2025,0
02-05-2025,Friday,3144.390827,2,5,2025,0
03-05-2025,Saturday,2472.587385,3,5,2025,1
04-05-2025,Sunday,2542.031154,4,5,2025,1
05-05-2025,Monday,2878.512538,5,5,2025,0
06-05-2025,Tuesday,2651.120308,6,5,2025,0
07-05-2025,Wednesday,3204.160615,7,5,2025,0
08-05-2025,Thursday,3292.097846,8,5,2025,0
09-05-2025,Friday,3144.390827,9,5,2025,0
10-05-2025,Saturday,2472.587385,10,5,2025,1
11-05-2025,Sunday,2542.031154,11,5,2025,1
12-05-2025,Monday,2878.512538,12,5,2025,0
13-05-2025,Tuesday,2651.120308,13,5,2025,0
14-05-2025,Wednesday,3204.160615,14,5,2025,0
15-05-2025,Thursday,3292.097846,15,5,2025,0
16-05-2025,Friday,3144.390827,16,5,2025,0
17-05-2025,Saturday,2472.587385,17,5,2025,1
18-05-2025,Sunday,2542.031154,18,5,2025,1
19-05-2025,Monday,2878.512538,19,5,2025,0
20-05-2025,Tuesday,2651.120308,20,5,2025,0
21-05-2025,Wednesday,3204.160615,21,5,2025,0
22-05-2025,Thursday,3292.097846,22,5,2025,0
23-05-2025,Friday,3144.390827,23,5,2025,0
24-05-2025,Saturday,2472.587385,24,5,2025,1
25-05-2025,Sunday,2542.031154,25,5,2025,1
26-05-2025,Monday,2878.512538,26,5,2025,0
27-05-2025,Tuesday,2651.120308,27,5,2025,0
28-05-2025,Wednesday,3204.160615,28,5,2025,0
29-05-2025,Thursday,3292.097846,29,5,2025,0
30-05-2025,Friday,3144.390827,30,5,2025,0
31-05-2025,Saturday,2472.587385,31,5,2025,1
01-06-2025,Sunday,2542.031154,1,6,2025,1
02-06-2025,Monday,2878.512538,2,6,2025,0
03-06-2025,Tuesday,2651.120308,3,6,2025,0
04-06-2025,Wednesday,3204.160615,4,6,2025,0
05-06-2025,Thursday,3292.097846,5,6,2025,0
06-06-2025,Friday,3144.390827,6,6,2025,0
07-06-2025,Saturday,2472.587385,7,6,2025,1
08-06-2025,Sunday,2542.031154,8,6,2025,1
09-06-2025,Monday,2878.512538,9,6,2025,0
10-06-2025,Tuesday,2651.120308,10,6,2025,0
11-06-2025,Wednesday,3204.160615,11,6,2025,0
12-06-2025,Thursday,3292.097846,12,6,2025,0
13-06-2025,Friday,3144.390827,13,6,2025,0
14-06-2025,Saturday,2472.587385,14,6,2025,1
15-06-2025,Sunday,2542.031154,15,6,2025,1
16-06-2025,Monday,2878.512538,16,6,2025,0
17-06-2025,Tuesday,2651.120308,17,6,2025,0
18-06-2025,Wednesday,3204.160615,18,6,2025,0
19-06-2025,Thursday,3292.097846,19,6,2025,0
20-06-2025,Friday,3144.390827,20,6,2025,0
21-06-2025,Saturday,2472.587385,21,6,2025,1
22-06-2025,Sunday,2542.031154,22,6,2025,1
23-06-2025,Monday,2878.512538,23,6,2025,0
24-06-2025,Tuesday,2651.120308,24,6,2025,0
25-06-2025,Wednesday,3204.160615,25,6,2025,0
26-06-2025,Thursday,3292.097846,26,6,2025,0
27-06-2025,Friday,3144.390827,27,6,2025,0
28-06-2025,Saturday,2472.587385,28,6,2025,1
29-06-2025,Sunday,2542.031154,29,6,2025,1
30-06-2025,Monday,2878.512538,30,6,2025,0
01-07-2025,Tuesday,2651.120308,1,7,2025,0
02-07-2025,Wednesday,3204.160615,2,7,2025,0
03-07-2025,Thursday,3292.097846,3,7,2025,0
04-07-2025,Friday,3144.390827,4,7,2025,0
05-07-2025,Saturday,2472.587385,5,7,2025,1
06-07-2025,Sunday,2542.031154,6,7,2025,1
07-07-2025,Monday,2878.512538,7,7,2025,0
08-07-2025,Tuesday,2651.120308,8,7,2025,0
09-07-2025,Wednesday,3204.160615,9,7,2025,0
10-07-2025,Thursday,3292.097846,10,7,2025,0
11-07-2025,Friday,3144.390827,11,7,2025,0
12-07-2025,Saturday,2472.587385,12,7,2025,1
13-07-2025,Sunday,2542.031154,13,7,2025,1
14-07-2025,Monday,2878.512538,14,7,2025,0
15-07-2025,Tuesday,2651.120308,15,7,2025,0
16-07-2025,Wednesday,3204.160615,16,7,2025,0
17-07-2025,Thursday,3292.097846,17,7,2025,0
18-07-2025,Friday,3144.390827,18,7,2025,0
19-07-2025,Saturday,2472.587385,19,7,2025,1
20-07-2025,Sunday,2542.031154,20,7,2025,1
21-07-2025,Monday,2878.512538,21,7,2025,0
22-07-2025,Tuesday,2651.120308,22,7,2025,0
23-07-2025,Wednesday,3204.160615,23,7,2025,0
24-07-2025,Thursday,3292.097846,24,7,2025,0
25-07-2025,Friday,3144.390827,25,7,2025,0
26-07-2025,Saturday,2472.587385,26,7,2025,1
27-07-2025,Sunday,2542.031154,27,7,2025,1
28-07-2025,Monday,2878.512538,28,7,2025,0
29-07-2025,Tuesday,2651.120308,29,7,2025,0
30-07-2025,Wednesday,3204.160615,30,7,2025,0
31-07-2025,Thursday,3292.097846,31,7,2025,0
01-08-2025,Friday,1320.716584,1,8,2025,0
02-08-2025,Saturday,1642,2,8,2025,1
03-08-2025,Sunday,1183,3,8,2025,1
04-08-2025,Monday,1389,4,8,2025,0
05-08-2025,Tuesday,1417,5,8,2025,0
06-08-2025,Wednesday,1485,6,8,2025,0
07-08-2025,Thursday,1455,7,8,2025,0
08-08-2025,Friday,1119,8,8,2025,0
09-08-2025,Saturday,1358,9,8,2025,1
10-08-2025,Sunday,1418,10,8,2025,1
11-08-2025,Monday,1451,11,8,2025,0
12-08-2025,Tuesday,1116,12,8,2025,0
13-08-2025,Wednesday,1596,13,8,2025,0
14-08-2025,Thursday,1129,14,8,2025,0
15-08-2025,Friday,733,15,8,2025,0
16-08-2025,Saturday,240,16,8,2025,1
17-08-2025,Sunday,933,17,8,2025,1
18-08-2025,Monday,1199,18,8,2025,0
19-08-2025,Tuesday,1493,19,8,2025,0
20-08-2025,Wednesday,1501,20,8,2025,0
21-08-2025,Thursday,1200,21,8,2025,0
22-08-2025,Friday,1542,22,8,2025,0
23-08-2025,Saturday,1411,23,8,2025,1
24-08-2025,Sunday,1643,24,8,2025,1
25-08-2025,Monday,1386,25,8,2025,0
26-08-2025,Tuesday,1589,26,8,2025,0
27-08-2025,Wednesday,1237,27,8,2025,0
28-08-2025,Thursday,1729,28,8,2025,0
29-08-2025,Friday,1521,29,8,2025,0
30-08-2025,Saturday,1131,30,8,2025,1
31-08-2025,Sunday,1759,31,8,2025,1
01-09-2025,Monday,1650,1,9,2025,0
02-09-2025,Tuesday,1241,2,9,2025,0
03-09-2025,Wednesday,1583,3,9,2025,0
04-09-2025,Thursday,1359,4,9,2025,0
05-09-2025,Friday,891,5,9,2025,0
06-09-2025,Saturday,1038,6,9,2025,1
07-09-2025,Sunday,1067,7,9,2025,1
08-09-2025,Monday,1505,8,9,2025,0
09-09-2025,Tuesday,1750,9,9,2025,0
10-09-2025,Wednesday,1229,10,9,2025,0
11-09-2025,Thursday,1827,11,9,2025,0
12-09-2025,Friday,1522,12,9,2025,0
13-09-2025,Saturday,1520,13,9,2025,1
14-09-2025,Sunday,1389,14,9,2025,1
15-09-2025,Monday,1978,15,9,2025,0
16-09-2025,Tuesday,893,16,9,2025,0
17-09-2025,Wednesday,1342,17,9,2025,0
18-09-2025,Thursday,1419,18,9,2025,0
19-09-2025,Friday,1463,19,9,2025,0
20-09-2025,Saturday,1405,20,9,2025,1
21-09-2025,Sunday,1464,21,9,2025,1
22-09-2025,Monday,2002,22,9,2025,0
23-09-2025,Tuesday,1268,23,9,2025,0
24-09-2025,Wednesday,1635,24,9,2025,0
25-09-2025,Thursday,1527,25,9,2025,0
26-09-2025,Friday,2263,26,9,2025,0
27-09-2025,Saturday,621,27,9,2025,1
28-09-2025,Sunday,699,28,9,2025,1
29-09-2025,Monday,793,29,9,2025,0
30-09-2025,Tuesday,2445,30,9,2025,0
01-10-2025,Wednesday,5252.75,1,10,2025,0
02-10-2025,Thursday,4883.833,2,10,2025,0
03-10-2025,Friday,6262.935,3,10,2025,0
04-10-2025,Saturday,6385.45,4,10,2025,1
05-10-2025,Sunday,6345.72,5,10,2025,1
06-10-2025,Monday,7945.562,6,10,2025,0
07-10-2025,Tuesday,6679.424,7,10,2025,0
08-10-2025,Wednesday,6836.798,8,10,2025,0
09-10-2025,Thursday,7605.763,9,10,2025,0
10-10-2025,Friday,7369.982,10,10,2025,0
11-10-2025,Saturday,7089.892,11,10,2025,1
12-10-2025,Sunday,7037.234,12,10,2025,1
13-10-2025,Monday,7550.34,13,10,2025,0
14-10-2025,Tuesday,6956.867,14,10,2025,0
15-10-2025,Wednesday,7027.008,15,10,2025,0
16-10-2025,Thursday,6651.666,16,10,2025,0
17-10-2025,Friday,5611.745,17,10,2025,0
18-10-2025,Saturday,2012.672,18,10,2025,1
19-10-2025,Sunday,2447.961,19,10,2025,1
20-10-2025,Monday,2543.961,20,10,2025,0
21-10-2025,Tuesday,1317.268,21,10,2025,0
22-10-2025,Wednesday,4399.432,22,10,2025,0
23-10-2025,Thursday,5290.836,23,10,2025,0
24-10-2025,Friday,5740.97,24,10,2025,0
25-10-2025,Saturday,6289.622,25,10,2025,1
26-10-2025,Sunday,5660.49,26,10,2025,1
27-10-2025,Monday,6027.8,27,10,2025,0
28-10-2025,Tuesday,6299.005,28,10,2025,0
29-10-2025,Wednesday,6530.1,29,10,2025,0
30-10-2025,Thursday,6720.174,30,10,2025,0
31-10-2025,Friday,6661.123,31,10,2025,0
01-11-2025,Saturday,2472.587385,1,11,2025,1
02-11-2025,Sunday,2542.031154,2,11,2025,1
03-11-2025,Monday,2878.512538,3,11,2025,0
04-11-2025,Tuesday,2651.120308,4,11,2025,0
05-11-2025,Wednesday,3204.160615,5,11,2025,0
06-11-2025,Thursday,3292.097846,6,11,2025,0
07-11-2025,Friday,3144.390827,7,11,2025,0
08-11-2025,Saturday,2472.587385,8,11,2025,1
09-11-2025,Sunday,2542.031154,9,11,2025,1
10-11-2025,Monday,2878.512538,10,11,2025,0
11-11-2025,Tuesday,2651.120308,11,11,2025,0
12-11-2025,Wednesday,3204.160615,12,11,2025,0
13-11-2025,Thursday,3292.097846,13,11,2025,0
14-11-2025,Friday,3144.390827,14,11,2025,0
15-11-2025,Saturday,2472.587385,15,11,2025,1
16-11-2025,Sunday,2542.031154,16,11,2025,1
17-11-2025,Monday,2878.512538,17,11,2025,0
18-11-2025,Tuesday,2651.120308,18,11,2025,0
19-11-2025,Wednesday,3204.160615,19,11,2025,0
20-11-2025,Thursday,3292.097846,20,11,2025,0
21-11-2025,Friday,3144.390827,21,11,2025,0
22-11-2025,Saturday,2472.587385,22,11,2025,1
23-11-2025,Sunday,2542.031154,23,11,2025,1
24-11-2025,Monday,2878.512538,24,11,2025,0
25-11-2025,Tuesday,2651.120308,25,11,2025,0
26-11-2025,Wednesday,3204.160615,26,11,2025,0
27-11-2025,Thursday,3292.097846,27,11,2025,0
28-11-2025,Friday,3144.390827,28,11,2025,0
29-11-2025,Saturday,2472.587385,29,11,2025,1
30-11-2025,Sunday,2542.031154,30,11,2025,1
01-12-2025,Monday,2878.512538,1,12,2025,0
02-12-2025,Tuesday,2651.120308,2,12,2025,0
03-12-2025,Wednesday,3204.160615,3,12,2025,0
04-12-2025,Thursday,3292.097846,4,12,2025,0
05-12-2025,Friday,3144.390827,5,12,2025,0
06-12-2025,Saturday,2472.587385,6,12,2025,1
07-12-2025,Sunday,2542.031154,7,12,2025,1
08-12-2025,Monday,2878.512538,8,12,2025,0
09-12-2025,Tuesday,2651.120308,9,12,2025,0
10-12-2025,Wednesday,3204.160615,10,12,2025,0
11-12-2025,Thursday,3292.097846,11,12,2025,0
12-12-2025,Friday,3144.390827,12,12,2025,0
13-12-2025,Saturday,2472.587385,13,12,2025,1
14-12-2025,Sunday,2542.031154,14,12,2025,1
15-12-2025,Monday,2878.512538,15,12,2025,0
16-12-2025,Tuesday,2651.120308,16,12,2025,0
17-12-2025,Wednesday,3204.160615,17,12,2025,0
18-12-2025,Thursday,3292.097846,18,12,2025,0
19-12-2025,Friday,3144.390827,19,12,2025,0
20-12-2025,Saturday,2472.587385,20,12,2025,1
21-12-2025,Sunday,2542.031154,21,12,2025,1
22-12-2025,Monday,2878.512538,22,12,2025,0
23-12-2025,Tuesday,2651.120308,23,12,2025,0
24-12-2025,Wednesday,3204.160615,24,12,2025,0
25-12-2025,Thursday,3292.097846,25,12,2025,0
26-12-2025,Friday,3144.390827,26,12,2025,0
27-12-2025,Saturday,2472.587385,27,12,2025,1
28-12-2025,Sunday,2542.031154,28,12,2025,1
29-12-2025,Monday,2878.512538,29,12,2025,0
30-12-2025,Tuesday,2651.120308,30,12,2025,0
31-12-2025,Wednesday,3204.160615,31,12,2025,0
